L7S0_S	0	2	0	1319.4135	0	1000
L7S1_S	1	2	0	1399.3703	0	1000
L7S2_S	2	2	0	1479.3271	0	1000
L7S3_S	3	2	0	1559.2839	0	1000
L7S4_S	4	2	0	1639.2407	0	1000
L8S0_S	0	3	0	1495.4456	0	1000
L8S1_S	1	3	0	1575.4024	0	1000
L8S2_S	2	3	0	1655.3592	0	1000
L8S3_S	3	3	0	1735.316	0	1000
L8S4_S	4	3	0	1815.2728	0	1000
L9S1_S	1	3	0	1778.4818	0	1000
L9S2_S	2	3	0	1858.4386	0	1000
L9S3_S	3	3	0	1938.3954	0	1000
L9S4_S	4	3	0	2018.3522	0	1000
L9S5_S	5	3	0	2098.309	0	1000
L10S1_S	1	4	0	1954.5139	0	1000
L10S2_S	2	4	0	2034.4707	0	1000
L10S3_S	3	4	0	2114.4275	0	1000
L10S4_S	4	4	0	2194.3843	0	1000
L10S5_S	5	4	0	2274.3411	0	1000
L11S2_S	2	4	0	2237.5501	0	1000
L11S3_S	3	4	0	2317.5069	0	1000
L11S4_S	4	4	0	2397.4637	0	1000
L11S5_S	5	4	0	2477.4205	0	1000
L11S6_S	6	4	0	2557.3773	0	1000
L12S2_S	2	5	0	2413.5822	0	1000
L12S3_S	3	5	0	2493.539	0	1000
L12S4_S	4	5	0	2573.4958	0	1000
L12S5_S	5	5	0	2653.4526	0	1000
L12S6_S	6	5	0	2733.4094	0	1000
L13S3_S	3	5	0	2696.6184	0	1000
L13S4_S	4	5	0	2776.5752	0	1000
L13S5_S	5	5	0	2856.532	0	1000
L13S6_S	6	5	0	2936.4888	0	1000
L13S7_S	7	5	0	3016.4456	0	1000
L14S3_S	3	6	0	2872.6505	0	1000
L14S4_S	4	6	0	2952.6073	0	1000
L14S5_S	5	6	0	3032.5641	0	1000
L14S6_S	6	6	0	3112.5209	0	1000
L14S7_S	7	6	0	3192.4777	0	1000
L15S4_S	4	6	0	3155.6867	0	1000
L15S5_S	5	6	0	3235.6435	0	1000
L15S6_S	6	6	0	3315.6003	0	1000
L15S7_S	7	6	0	3395.5571	0	1000
L15S8_S	8	6	0	3475.5139	0	1000
L16S3_S	3	7	0	3251.762	0	1000
L16S4_S	4	7	0	3331.7188	0	1000
L16S5_S	5	7	0	3411.6756	0	1000
L16S6_S	6	7	0	3491.6324	0	1000
L16S7_S	7	7	0	3571.5892	0	1000
L16S8_S	8	7	0	3651.546	0	1000
L17S5_S	5	7	0	3614.755	0	1000
L17S6_S	6	7	0	3694.7118	0	1000
L17S7_S	7	7	0	3774.6686	0	1000
L17S8_S	8	7	0	3854.6254	0	1000
L17S9_S	9	7	0	3934.5822	0	1000
L18S5_S	5	8	0	3790.7871	0	1000
L18S6_S	6	8	0	3870.7439	0	1000
L18S7_S	7	8	0	3950.7007	0	1000
L18S8_S	8	8	0	4030.6575	0	1000
L18S9_S	9	8	0	4110.6143	0	1000
L19S6_S	6	8	0	4073.8233	0	1000
L19S7_S	7	8	0	4153.7801	0	1000
L19S8_S	8	8	0	4233.7369	0	1000
L19S9_S	9	8	0	4313.6937	0	1000
L19S10_S	10	8	0	4393.6505	0	1000
L19S6SA1_S	6	8	1	4364.9187	0	1000
L19S7SA1_S	7	8	1	4444.8755	0	1000
L19S8SA1_S	8	8	1	4524.8323	0	1000
L19S9SA1_S	9	8	1	4604.7891	0	1000
L19S10SA1_S	10	8	1	4684.7459	0	1000
L20S6_S	6	9	0	4249.8554	0	1000
L20S7_S	7	9	0	4329.8122	0	1000
L20S8_S	8	9	0	4409.769	0	1000
L20S9_S	9	9	0	4489.7258	0	1000
L20S10_S	10	9	0	4569.6826	0	1000
L21S7_S	7	9	0	4532.8916	0	1000
L21S8_S	8	9	0	4612.8484	0	1000
L21S9_S	9	9	0	4692.8052	0	1000
L21S10_S	10	9	0	4772.762	0	1000
L21S11_S	11	9	0	4852.7188	0	1000
L22S7_S	7	10	0	4708.9237	0	1000
L22S8_S	8	10	0	4788.8805	0	1000
L22S9_S	9	10	0	4868.8373	0	1000
L22S10_S	10	10	0	4948.7941	0	1000
L22S11_S	11	10	0	5028.7509	0	1000
L23S8_S	8	10	0	4991.9599	0	1000
L23S9_S	9	10	0	5071.9167	0	1000
L23S10_S	10	10	0	5151.8735	0	1000
L23S11_S	11	10	0	5231.8303	0	1000
L23S12_S	12	10	0	5311.7871	0	1000
L24S8_S	8	11	0	5167.992	0	1000
L24S9_S	9	11	0	5247.9488	0	1000
L24S10_S	10	11	0	5327.9056	0	1000
L24S11_S	11	11	0	5407.8624	0	1000
L24S12_S	12	11	0	5487.8192	0	1000
L25S9_S	9	11	0	5451.0282	0	1000
L25S10_S	10	11	0	5530.985	0	1000
L25S11_S	11	11	0	5610.9418	0	1000
L25S12_S	12	11	0	5690.8986	0	1000
L25S13_S	13	11	0	5770.8554	0	1000
L26S9_S	9	12	0	5627.0603	0	1000
L26S10_S	10	12	0	5707.0171	0	1000
L26S11_S	11	12	0	5786.9739	0	1000
L26S12_S	12	12	0	5866.9307	0	1000
L26S13_S	13	12	0	5946.8875	0	1000
L27S10_S	10	12	0	5910.0965	0	1000
L27S11_S	11	12	0	5990.0533	0	1000
L27S12_S	12	12	0	6070.0101	0	1000
L27S13_S	13	12	0	6149.9669	0	1000
L27S14_S	14	12	0	6229.9237	0	1000
L28S10_S	10	13	0	6086.1286	0	1000
L28S11_S	11	13	0	6166.0854	0	1000
L28S12_S	12	13	0	6246.0422	0	1000
L28S13_S	13	13	0	6325.999	0	1000
L28S14_S	14	13	0	6405.9558	0	1000
L29S11_S	11	13	0	6369.1648	0	1000
L29S12_S	12	13	0	6449.1216	0	1000
L29S13_S	13	13	0	6529.0784	0	1000
L29S14_S	14	13	0	6609.0352	0	1000
L29S15_S	15	13	0	6688.992	0	1000
L30S11_S	11	14	0	6545.1969	0	1000
L30S12_S	12	14	0	6625.1537	0	1000
L30S13_S	13	14	0	6705.1105	0	1000
L30S14_S	14	14	0	6785.0673	0	1000
L30S15_S	15	14	0	6865.0241	0	1000
L31S12_S	12	14	0	6828.2331	0	1000
L31S13_S	13	14	0	6908.1899	0	1000
L31S14_S	14	14	0	6988.1467	0	1000
L31S15_S	15	14	0	7068.1035	0	1000
L31S16_S	16	14	0	7148.0603	0	1000
L7S0_SG	0	2	0	1376.435	0	1000
L7S1_SG	1	2	0	1456.3918	0	1000
L7S2_SG	2	2	0	1536.3486	0	1000
L7S3_SG	3	2	0	1616.3054	0	1000
L7S4_SG	4	2	0	1696.2622	0	1000
L8S0_SG	0	3	0	1552.4671	0	1000
L8S1_SG	1	3	0	1632.4239	0	1000
L8S2_SG	2	3	0	1712.3807	0	1000
L8S3_SG	3	3	0	1792.3375	0	1000
L8S4_SG	4	3	0	1872.2943	0	1000
L9S1_SG	1	3	0	1835.5033	0	1000
L9S2_SG	2	3	0	1915.4601	0	1000
L9S3_SG	3	3	0	1995.4169	0	1000
L9S4_SG	4	3	0	2075.3737	0	1000
L9S5_SG	5	3	0	2155.3305	0	1000
L10S1_SG	1	4	0	2011.5354	0	1000
L10S2_SG	2	4	0	2091.4922	0	1000
L10S3_SG	3	4	0	2171.449	0	1000
L10S4_SG	4	4	0	2251.4058	0	1000
L10S5_SG	5	4	0	2331.3626	0	1000
L11S2_SG	2	4	0	2294.5716	0	1000
L11S3_SG	3	4	0	2374.5284	0	1000
L11S4_SG	4	4	0	2454.4852	0	1000
L11S5_SG	5	4	0	2534.442	0	1000
L11S6_SG	6	4	0	2614.3988	0	1000
L12S2_SG	2	5	0	2470.6037	0	1000
L12S3_SG	3	5	0	2550.5605	0	1000
L12S4_SG	4	5	0	2630.5173	0	1000
L12S5_SG	5	5	0	2710.4741	0	1000
L12S6_SG	6	5	0	2790.4309	0	1000
L13S3_SG	3	5	0	2753.6399	0	1000
L13S4_SG	4	5	0	2833.5967	0	1000
L13S5_SG	5	5	0	2913.5535	0	1000
L13S6_SG	6	5	0	2993.5103	0	1000
L13S7_SG	7	5	0	3073.4671	0	1000
L14S3_SG	3	6	0	2929.672	0	1000
L14S4_SG	4	6	0	3009.6288	0	1000
L14S5_SG	5	6	0	3089.5856	0	1000
L14S6_SG	6	6	0	3169.5424	0	1000
L14S7_SG	7	6	0	3249.4992	0	1000
L15S4_SG	4	6	0	3212.7082	0	1000
L15S5_SG	5	6	0	3292.665	0	1000
L15S6_SG	6	6	0	3372.6218	0	1000
L15S7_SG	7	6	0	3452.5786	0	1000
L15S8_SG	8	6	0	3532.5354	0	1000
L16S3_SG	3	7	0	3308.7835	0	1000
L16S4_SG	4	7	0	3388.7403	0	1000
L16S5_SG	5	7	0	3468.6971	0	1000
L16S6_SG	6	7	0	3548.6539	0	1000
L16S7_SG	7	7	0	3628.6107	0	1000
L16S8_SG	8	7	0	3708.5675	0	1000
L17S5_SG	5	7	0	3671.7765	0	1000
L17S6_SG	6	7	0	3751.7333	0	1000
L17S7_SG	7	7	0	3831.6901	0	1000
L17S8_SG	8	7	0	3911.6469	0	1000
L17S9_SG	9	7	0	3991.6037	0	1000
L18S5_SG	5	8	0	3847.8086	0	1000
L18S6_SG	6	8	0	3927.7654	0	1000
L18S7_SG	7	8	0	4007.7222	0	1000
L18S8_SG	8	8	0	4087.679	0	1000
L18S9_SG	9	8	0	4167.6358	0	1000
L19S6_SG	6	8	0	4130.8448	0	1000
L19S7_SG	7	8	0	4210.8016	0	1000
L19S8_SG	8	8	0	4290.7584	0	1000
L19S9_SG	9	8	0	4370.7152	0	1000
L19S10_SG	10	8	0	4450.672	0	1000
L19S6SA1_SG	6	8	1	4421.9402	0	1000
L19S7SA1_SG	7	8	1	4501.897	0	1000
L19S8SA1_SG	8	8	1	4581.8538	0	1000
L19S9SA1_SG	9	8	1	4661.8106	0	1000
L19S10SA1_SG	10	8	1	4741.7674	0	1000
L20S6_SG	6	9	0	4306.8769	0	1000
L20S7_SG	7	9	0	4386.8337	0	1000
L20S8_SG	8	9	0	4466.7905	0	1000
L20S9_SG	9	9	0	4546.7473	0	1000
L20S10_SG	10	9	0	4626.7041	0	1000
L21S7_SG	7	9	0	4589.9131	0	1000
L21S8_SG	8	9	0	4669.8699	0	1000
L21S9_SG	9	9	0	4749.8267	0	1000
L21S10_SG	10	9	0	4829.7835	0	1000
L21S11_SG	11	9	0	4909.7403	0	1000
L22S7_SG	7	10	0	4765.9452	0	1000
L22S8_SG	8	10	0	4845.902	0	1000
L22S9_SG	9	10	0	4925.8588	0	1000
L22S10_SG	10	10	0	5005.8156	0	1000
L22S11_SG	11	10	0	5085.7724	0	1000
L23S8_SG	8	10	0	5048.9814	0	1000
L23S9_SG	9	10	0	5128.9382	0	1000
L23S10_SG	10	10	0	5208.895	0	1000
L23S11_SG	11	10	0	5288.8518	0	1000
L23S12_SG	12	10	0	5368.8086	0	1000
L24S8_SG	8	11	0	5225.0135	0	1000
L24S9_SG	9	11	0	5304.9703	0	1000
L24S10_SG	10	11	0	5384.9271	0	1000
L24S11_SG	11	11	0	5464.8839	0	1000
L24S12_SG	12	11	0	5544.8407	0	1000
L25S9_SG	9	11	0	5508.0497	0	1000
L25S10_SG	10	11	0	5588.0065	0	1000
L25S11_SG	11	11	0	5667.9633	0	1000
L25S12_SG	12	11	0	5747.9201	0	1000
L25S13_SG	13	11	0	5827.8769	0	1000
L26S9_SG	9	12	0	5684.0818	0	1000
L26S10_SG	10	12	0	5764.0386	0	1000
L26S11_SG	11	12	0	5843.9954	0	1000
L26S12_SG	12	12	0	5923.9522	0	1000
L26S13_SG	13	12	0	6003.909	0	1000
L27S10_SG	10	12	0	5967.118	0	1000
L27S11_SG	11	12	0	6047.0748	0	1000
L27S12_SG	12	12	0	6127.0316	0	1000
L27S13_SG	13	12	0	6206.9884	0	1000
L27S14_SG	14	12	0	6286.9452	0	1000
L28S10_SG	10	13	0	6143.1501	0	1000
L28S11_SG	11	13	0	6223.1069	0	1000
L28S12_SG	12	13	0	6303.0637	0	1000
L28S13_SG	13	13	0	6383.0205	0	1000
L28S14_SG	14	13	0	6462.9773	0	1000
L29S11_SG	11	13	0	6426.1863	0	1000
L29S12_SG	12	13	0	6506.1431	0	1000
L29S13_SG	13	13	0	6586.0999	0	1000
L29S14_SG	14	13	0	6666.0567	0	1000
L29S15_SG	15	13	0	6746.0135	0	1000
L30S11_SG	11	14	0	6602.2184	0	1000
L30S12_SG	12	14	0	6682.1752	0	1000
L30S13_SG	13	14	0	6762.132	0	1000
L30S14_SG	14	14	0	6842.0888	0	1000
L30S15_SG	15	14	0	6922.0456	0	1000
L31S12_SG	12	14	0	6885.2546	0	1000
L31S13_SG	13	14	0	6965.2114	0	1000
L31S14_SG	14	14	0	7045.1682	0	1000
L31S15_SG	15	14	0	7125.125	0	1000
L31S16_SG	16	14	0	7205.0818	0	1000
L7S0_SA	0	0	0	1390.4506	0	1000
L7S1_SA	1	1	0	1470.4074	0	1000
L7S2_SA	2	2	0	1550.3642	0	1000
L7S3_SA	3	3	0	1630.321	0	1000
L7S4_SA	4	4	0	1710.2778	0	1000
L8S0_SA	0	0	0	1566.4827	0	1000
L8S1_SA	1	1	0	1646.4395	0	1000
L8S2_SA	2	2	0	1726.3963	0	1000
L8S3_SA	3	3	0	1806.3531	0	1000
L8S4_SA	4	4	0	1886.3099	0	1000
L9S1_SA	1	1	0	1849.5189	0	1000
L9S2_SA	2	2	0	1929.4757	0	1000
L9S3_SA	3	3	0	2009.4325	0	1000
L9S4_SA	4	4	0	2089.3893	0	1000
L9S5_SA	5	5	0	2169.3461	0	1000
L10S1_SA	1	1	0	2025.551	0	1000
L10S2_SA	2	2	0	2105.5078	0	1000
L10S3_SA	3	3	0	2185.4646	0	1000
