dp2S0_int	0	1	0	379.1115	0	1000
dp2S0NS1_int	1	1	0	417.0577	0	1000
dp2S1_int	1	1	0	459.0683	0	1000
dp2S1NS1_int	2	1	0	497.0145	0	1000
dp2S2_int	2	1	0	539.0251	0	1000
dp2S2NS1_int	3	1	0	576.9713	0	1000
dp2S3_int	3	1	0	618.9819	0	1000
dp2S3NS1_int	4	1	0	656.9281	0	1000
dp4S0_int	0	2	0	758.223	0	1000
dp4S0NS1_int	1	2	0	796.1692	0	1000
dp4S0NS2_int	2	2	0	834.1154	0	1000
dp4S1_int	1	2	0	838.1798	0	1000
dp4S1NS1_int	2	2	0	876.126	0	1000
dp4S1NS2_int	3	2	0	914.0722	0	1000
dp4S2_int	2	2	0	918.1366	0	1000
dp4S2NS1_int	3	2	0	956.0828	0	1000
dp4S2NS2_int	4	2	0	994.029	0	1000
dp4S3_int	3	2	0	998.0934	0	1000
dp4S3NS1_int	4	2	0	1036.0396	0	1000
dp4S3NS2_int	5	2	0	1073.9858	0	1000
dp4S4_int	4	2	0	1078.0502	0	1000
dp4S4NS1_int	5	2	0	1115.9964	0	1000
dp4S4NS2_int	6	2	0	1153.9426	0	1000
dp4S5_int	5	2	0	1158.007	0	1000
dp4S5NS1_int	6	2	0	1195.9532	0	1000
dp4S5NS2_int	7	2	0	1233.8994	0	1000
dp4S6_int	6	2	0	1237.9638	0	1000
dp4S6NS1_int	7	2	0	1275.91	0	1000
dp4S6NS2_int	8	2	0	1313.8562	0	1000
dp6S0_int	0	3	0	1137.3345	0	1000
dp6S0NS1_int	1	3	0	1175.2807	0	1000
dp6S0NS2_int	2	3	0	1213.2269	0	1000
dp6S0NS3_int	3	3	0	1251.1731	0	1000
dp6S1_int	1	3	0	1217.2913	0	1000
dp6S1NS1_int	2	3	0	1255.2375	0	1000
dp6S1NS2_int	3	3	0	1293.1837	0	1000
dp6S1NS3_int	4	3	0	1331.1299	0	1000
dp6S2_int	2	3	0	1297.2481	0	1000
dp6S2NS1_int	3	3	0	1335.1943	0	1000
dp6S2NS2_int	4	3	0	1373.1405	0	1000
dp6S2NS3_int	5	3	0	1411.0867	0	1000
dp6S3_int	3	3	0	1377.2049	0	1000
dp6S3NS1_int	4	3	0	1415.1511	0	1000
dp6S3NS2_int	5	3	0	1453.0973	0	1000
dp6S3NS3_int	6	3	0	1491.0435	0	1000
dp6S4_int	4	3	0	1457.1617	0	1000
dp6S4NS1_int	5	3	0	1495.1079	0	1000
dp6S4NS2_int	6	3	0	1533.0541	0	1000
dp6S4NS3_int	7	3	0	1571.0003	0	1000
dp6S5_int	5	3	0	1537.1185	0	1000
dp6S5NS1_int	6	3	0	1575.0647	0	1000
dp6S5NS2_int	7	3	0	1613.0109	0	1000
dp6S5NS3_int	8	3	0	1650.9571	0	1000
dp6S6_int	6	3	0	1617.0753	0	1000
dp6S6NS1_int	7	3	0	1655.0215	0	1000
dp6S6NS2_int	8	3	0	1692.9677	0	1000
dp6S6NS3_int	9	3	0	1730.9139	0	1000
dp6S7_int	7	3	0	1697.0321	0	1000
dp6S8_int	8	3	0	1776.9889	0	1000
dp6S9_int	9	3	0	1856.9457	0	1000
dp8S0_int	0	4	0	1516.446	0	1000
dp8S0NS1_int	1	4	0	1554.3922	0	1000
dp8S0NS2_int	2	4	0	1592.3384	0	1000
dp8S0NS3_int	3	4	0	1630.2846	0	1000
dp8S0NS4_int	4	4	0	1668.2308	0	1000
dp8S1_int	1	4	0	1596.4028	0	1000
dp8S1NS1_int	2	4	0	1634.349	0	1000
dp8S1NS2_int	3	4	0	1672.2952	0	1000
dp8S1NS3_int	4	4	0	1710.2414	0	1000
dp8S1NS4_int	5	4	0	1748.1876	0	1000
dp8S2_int	2	4	0	1676.3596	0	1000
dp8S2NS1_int	3	4	0	1714.3058	0	1000
dp8S2NS2_int	4	4	0	1752.252	0	1000
dp8S2NS3_int	5	4	0	1790.1982	0	1000
